CODIGO_DEL_DEPARTAMENTO_PROGRAMA;NAME_1;CODIGO_DEL_MUNICIPIO_PROGRAMA;NAME_2;ID_1;ID_2
25;CUNDINAMARCA;25335;GUAYABETAL;14;532
25;CUNDINAMARCA;25845;UNE;14;592
25;CUNDINAMARCA;25486;NEMOCON;14;548
25;CUNDINAMARCA;25324;GUATAQUI;14;529
25;CUNDINAMARCA;25645;SAN ANTONIO DEL TEQUENDAMA;14;563
25;CUNDINAMARCA;25878;VIOTA;14;601
25;CUNDINAMARCA;25483;NARIO;14;547
25;CUNDINAMARCA;25797;TENA;14;583
5;ANTIOQUIA;5086;BELMIRA;2;25
70;SUCRE;70110;BUENAVISTA;28;942
15;BOYACA;15022;ALMEIDA;6;199
25;CUNDINAMARCA;25299;GAMA;14;524
25;CUNDINAMARCA;25295;GACHANCIPA;14;522
25;CUNDINAMARCA;25154;CARMEN DE CARUPA;14;504
15;BOYACA;15816;TOGUI;6;309
70;SUCRE;70678;SAN BENITO ABAD;28;956
52;NARINO;52565;PROVIDENCIA;21;754
50;META;50680;SAN CARLOS DE GUAROA;20;705
18;CAQUETA;18610;SAN JOSE DEL FRAGUA;9;384
52;NARINO;52694;SAN PEDRO DE CARTAGO (CARTAGO);21;764
91;AMAZONAS;91407;LA PEDRERA;1;3
91;AMAZONAS;91430;LA VICTORIA (AMAZONAS);1;0
25;CUNDINAMARCA;25649;SAN BERNARDO;14;564
27;CHOCO;27135;EL CANTON DE SAN PABLO (MANAGRU);13;476
19;CAUCA;19809;TIMBIQUI;11;442
25;CUNDINAMARCA;25823;TOPAIPI;14;589
41;HUILA;41660;SALADOBLANCO;17;642
20;CESAR;20295;GAMARRA;12;455
27;CHOCO;27372;JURADO;13;480
91;AMAZONAS;91540;PUERTO NARINO;1;6
94;GUAINIA;94343;BARRANCOMINAS*;15;605
19;CAUCA;19701;SANTA ROSA;11;436
25;CUNDINAMARCA;25099;BOJACA;14;498
18;CAQUETA;18410;LA MONTANITA;9;380
18;CAQUETA;18460;MILAN;9;381
20;CESAR;20550;PELAYA;12;462
25;CUNDINAMARCA;25596;QUIPILE;14;561
47;MAGDALENA;47692;SAN SEBASTIAN DE BUENAVISTA;19;678
68;SANTANDER;68370;JORDAN;27;898
15;BOYACA;15696;SANTA SOFIA;6;286
19;CAUCA;19397;LA VEGA;11;422
19;CAUCA;19418;LOPEZ DE MICAY;11;423
19;CAUCA;19693;SAN SEBASTIAN;11;435
18;CAQUETA;18860;VALPARAISO;9;387
19;CAUCA;19022;ALMAGUER;11;407
19;CAUCA;19585;PURACE;11;433
25;CUNDINAMARCA;25807;TIBIRITA;14;586
5;ANTIOQUIA;5004;ABRIAQUI;2;10
94;GUAINIA;94886;CACAHUAL;15;606
15;BOYACA;15368;JERICO;6;243
52;NARINO;52885;YACUANQUER;21;773
